0,1,2,3,4,5,6,7,8,9
-2.5159955,3.6597521,-0.72209394,-2.4034247,-3.1763659,2.1870112,-3.4245288,-1.3745123,2.2045367,-1.1813409
-4.6054683,5.2979875,-0.47330266,-3.7086773,-5.0570035,2.997633,-3.6905615,-3.1967864,2.1324778,-1.8629613
0.6322552,4.263858,-3.2458246,-2.0392318,-2.5006967,1.0582972,-3.796564,-0.64990044,3.4070022,-0.8419846
1.0703021,4.769793,-3.6112149,-2.2741947,-2.295656,1.4417672,-4.5525546,-0.38685122,3.2321212,-0.5348356
-4.845882,4.2109246,-0.92252964,-2.7902627,-4.3643374,2.0632277,-2.4795022,-2.7900558,2.0494719,-2.8013482
-4.8504376,4.5501113,-1.2362704,-2.8111515,-4.598105,2.181829,-2.1248245,-3.1206946,2.8387716,-3.150031
-5.2453904,4.872174,-2.1676295,-3.2143812,-5.570101,1.8571632,-2.188102,-3.5332506,4.152977,-3.5507298
-1.1415718,2.9817533,-4.9885592,-5.3816786,-6.2599497,3.6538577,-1.4334121,-2.3100734,1.7303996,0.64686835
0.15309596,3.6478505,-2.2543912,-2.0055118,-2.1280622,1.1227359,-3.502667,-0.5398798,2.7754796,-0.47611678
0.9210471,3.7461143,-3.2042003,-1.4842045,-2.0769625,0.8642559,-3.0373132,-0.6657449,3.037254,-0.8979056
-4.985081,4.8598275,-1.6935488,-2.7846437,-5.003595,1.9245521,-2.3931916,-3.6578948,3.7639253,-3.547872
-5.6370177,4.6065383,-1.748898,-4.0574007,-5.770717,2.2499475,-2.8242927,-3.2978313,3.3525438,-3.224598
1.0871725,4.755874,-3.627952,-2.0990875,-2.4383187,0.97364724,-4.373833,-0.5219699,3.3146865,-0.8400119
-5.1733727,4.9073,-1.2411438,-3.2519195,-4.956685,2.388217,-3.1570015,-3.028857,3.514789,-3.0717487
-0.5058491,3.2915597,-4.822,-5.9754696,-3.565484,5.1711283,-4.303658,-3.9684172,-1.7469083,-0.66057634
-4.1352468,4.0609674,-0.82081544,-3.000893,-3.7886782,2.1957583,-2.7801294,-2.5194175,2.0933168,-1.8746806
-2.4715261,3.3020377,-0.43971187,-2.0294201,-2.9786472,1.6518078,-2.8387516,-1.5301985,2.7651405,-1.0596185
0.57009804,4.218643,-2.9515638,-1.8739343,-2.0302074,1.1263747,-3.9889317,-0.5315073,3.013436,-0.7271638
0.19162047,4.049082,-6.166069,-5.3695436,-3.0198865,4.190158,-5.2197204,-4.9293046,-2.4128249,-3.5541453
